Year,Quarter,Month,Day,Sum of Sales,forecastValue,confidenceHighBound,confidenceLowBound
2020,Qtr 1,March,20,1289.568,Noforecast,Noforecast,Noforecast
2020,Qtr 1,March,21,4235.636,Noforecast,Noforecast,Noforecast
2020,Qtr 1,March,23,4740.068,Noforecast,Noforecast,Noforecast
2020,Qtr 1,March,24,1628.298,Noforecast,Noforecast,Noforecast
2020,Qtr 1,March,25,4251.026,Noforecast,Noforecast,Noforecast
2020,Qtr 1,March,26,3830.88,Noforecast,Noforecast,Noforecast
2020,Qtr 1,March,27,3855.516,Noforecast,Noforecast,Noforecast
2020,Qtr 1,March,28,2153.702,Noforecast,Noforecast,Noforecast
2020,Qtr 1,March,29,163.4,Noforecast,Noforecast,Noforecast
2020,Qtr 1,March,30,1021.407,Noforecast,Noforecast,Noforecast
2020,Qtr 1,March,31,5891.0108,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,1,6741.988,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,2,1189.97,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,3,192.528,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,4,1162.47,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,6,261.42,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,7,2278.2905,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,8,6749.93,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,9,2484.71,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,10,1470.529,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,11,928.806,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,12,306.66,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,13,1585.824,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,14,1199.93,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,15,744.338,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,16,1705.429,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,17,4474.459,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,20,2905.24,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,21,1785.564,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,22,1063.692,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,23,2229.222,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,24,1499.558,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,25,1284.113,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,26,335.608,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,27,998.5756,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,28,1141.296,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,29,1195.26,Noforecast,Noforecast,Noforecast
2020,Qtr 2,April,30,2892.126,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,1,5415.37,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,2,738.11,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,3,2167.346,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,4,2172.405,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,5,784.123,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,6,3890.3698,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,7,2945.468,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,8,3986.554,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,9,1338.222,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,11,1113.469,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,12,1890.384,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,13,3480.378,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,14,5737.062,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,15,1167.264,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,16,237.024,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,18,3157.508,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,19,5961.182,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,20,3881.578,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,21,636.02,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,22,921.562,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,23,686.436,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,25,1342.026,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,26,583.24,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,27,2869.908,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,28,2097.103,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,29,3338.108,Noforecast,Noforecast,Noforecast
2020,Qtr 2,May,30,4211.8904,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,1,5836.362,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,2,742.706,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,3,4053.036,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,4,1034.414,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,5,639.112,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,6,226.35,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,8,3109.038,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,9,1295.133,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,10,3462.343,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,11,2476.894,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,12,2450.968,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,13,1381.018,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,15,4931.51,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,16,3671.194,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,17,4601.672,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,18,1228.1555,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,19,3133.941,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,20,1691.228,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,21,966.656,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,22,1102.019,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,24,1853.614,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,25,1854.352,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,26,4934.136,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,27,1941.906,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,29,5414.9912,Noforecast,Noforecast,Noforecast
2020,Qtr 2,June,30,5209.977,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,1,796.83,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,2,320.192,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,3,8148.404,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,5,927.354,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,6,642.378,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,7,2269.25,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,8,3374.264,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,9,2114.214,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,10,570.214,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,11,2179.892,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,12,89.816,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,13,699.542,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,14,4349.934,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,15,2836.229,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,16,497.636,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,17,2714.873,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,18,2559.794,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,20,3040.208,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,21,5170.944,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,22,674.314,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,23,1665.188,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,24,2441.96,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,25,1465.742,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,26,2091.302,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,27,1661.68,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,28,1443.564,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,29,2109.294,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,30,762.376,Noforecast,Noforecast,Noforecast
2020,Qtr 3,July,31,2460.028,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,1,2379.65,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,3,1032.348,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,4,364.07,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,5,765.676,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,6,1808.026,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,7,4430.624,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,10,2001.07,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,11,1154.726,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,12,4383.084,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,13,3669.164,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,14,702.736,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,15,2123.872,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,16,265.564,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,17,10593.288,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,18,8140.484,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,19,740.446,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,20,1178.95,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,21,10009.054,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,22,620.54,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,23,4969.344,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,24,1069.056,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,25,800.988,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,26,443.66,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,27,7341.538,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,28,2007.632,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,29,596.468,Noforecast,Noforecast,Noforecast
2020,Qtr 3,August,31,3746.83,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,1,1672.81,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,2,11778.854,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,3,2309.849,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,4,7521.202,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,5,642.044,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,7,5328.565,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,8,2948.327,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,9,6631.061,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,10,3710.646,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,11,7061.006,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,12,1008.55,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,13,130.92,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,14,5467.347,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,15,8923.026,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,16,2010.65,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,17,6093.226,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,18,3049.93,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,19,2671.188,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,20,8262.918,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,21,1073.172,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,22,9438.213,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,23,3837.786,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,24,7989.462,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,25,2384.213,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,26,1983.576,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,28,1355.271,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,29,3466.08,Noforecast,Noforecast,Noforecast
2020,Qtr 3,September,30,1053.76,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,1,3600.466,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,2,7380.022,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,3,3166.48,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,4,136.98,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,5,7656.616,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,6,2278.652,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,7,3329.21,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,8,1028.356,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,9,2434.589,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,10,249.358,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,12,6847.354,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,13,9368.802,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,14,649.332,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,15,1589.94,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,16,3754.597,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,17,577.352,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,19,4151.8702,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,20,2638.858,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,21,5937.201,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,22,5492.877,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,23,4656.394,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,24,669.085,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,26,1700.868,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,27,1967.32,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,28,1110.726,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,29,146.96,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,30,5649.73,Noforecast,Noforecast,Noforecast
2020,Qtr 4,October,31,726.928,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,1,3247.43,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,2,8138.386,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,3,6320.937,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,4,6762.096,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,5,3250.064,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,6,6473.75,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,7,2988.378,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,8,411.1,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,9,2379.492,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,10,4758.548,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,11,2994.218,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,12,5225.386,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,13,7955.4202,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,14,1554.658,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,15,621.2,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,16,5804.234,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,17,9676.8828,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,18,3273.756,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,19,8355.272,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,20,4110.274,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,21,3492.184,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,22,207.712,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,23,2417.109,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,24,6661.641,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,25,4556.157,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,26,5817.172,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,27,2442.254,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,28,3216.944,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,29,532.888,Noforecast,Noforecast,Noforecast
2020,Qtr 4,November,30,7315.282,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,1,7633.178,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,2,7281.182,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,3,3044.842,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,4,3779.638,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,5,2847.136,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,6,216.68,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,7,4352.514,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,8,7723.041,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,9,9629.39,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,10,8156.559,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,11,9212.965,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,13,2257.936,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,14,6219.714,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,15,3059.888,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,16,5077.702,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,17,7537.758,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,18,10588.911,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,19,3981.926,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,20,4915.736,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,21,5207.94,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,22,7820.041,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,23,7597.776,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,24,8057.054,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,25,9721.927,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,26,1966.594,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,27,2195.636,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,28,6555.3508,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,29,3763.534,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,30,2807.79,Noforecast,Noforecast,Noforecast
2020,Qtr 4,December,31,2975.51,2975.5,2975.5,2975.5
2021,Qtr 1,January,1,9222.2,5262.6,9222.2,1302.9
2021,Qtr 1,January,2,7985.6,4026,7985.6,66.3
2021,Qtr 1,January,3,6873.7,2914,6873.7,'-1045.651689257354
2021,Qtr 1,January,4,7636,3676.3,7636,'-283.459138355111
2021,Qtr 1,January,5,6974.2,3014.4,6974.2,'-945.3903281026423
2021,Qtr 1,January,6,7385.9,3425.9,7385.9,'-533.9670770937328
2021,Qtr 1,January,7,6396.6,2436.5,6396.6,'-1523.5023309238322
2021,Qtr 1,January,8,6256.3,2296.1,6256.3,'-1664.0796404252533
2021,Qtr 1,January,9,6206.1,2245.7,6206.1,'-1714.710832188934
2021,Qtr 1,January,10,6944.7,2984.1,6944.7,'-976.5809831500155
2021,Qtr 1,January,11,7984.6,4023.7,7984.6,62.8
2021,Qtr 1,January,12,9473.7,5512.4,9473.7,1551.2
2021,Qtr 1,January,13,6597.5,2635.9,6597.5,'-1325.7626019425725
2021,Qtr 1,January,14,7919.9,3957.8,7919.9,'-4.267411610044746
2021,Qtr 1,January,15,7662,3699.4,7662,'-263.2370291301954
